7
x, y
0.0, 0.0
0.0, 8.58899974822998
0.0, 17.0
2.4539999961853027, 17.5
15.0, 17.5
20.829999923706055, 17.5
16.83300018310547, 22.0
time, x, y, lookahead, heading, goal_point_x, goal_point_y, path_circle_radius, path_circle_x, path_circle_y, path_segment_num
0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 2.0, Infinity, -3.4028234663852886E38, 0.0, 0.0
0.019999999552965164, 0.0, 0.006399999838322401, 2.0, 0.0, 0.0, 2.0064001083374023, Infinity, -3.4028234663852886E38, 0.006399999838322401, 0.0
0.03999999910593033, 0.0, 0.019199999049305916, 2.0, 0.0, 0.0, 2.019200325012207, Infinity, -3.4028234663852886E38, 0.019199999049305916, 0.0
0.05999999865889549, 0.0, 0.03839999809861183, 2.0, 0.0, 0.0, 2.0383996963500977, Infinity, -3.4028234663852886E38, 0.03839999809861183, 0.0
0.07999999821186066, 0.0, 0.06399999558925629, 2.108888864517212, 0.0, 0.0, 2.17288875579834, Infinity, -3.4028234663852886E38, 0.06399999558925629, 0.0
0.09999999403953552, 0.0, 0.09599999338388443, 2.2333333492279053, 0.0, 0.0, 2.3293330669403076, Infinity, -3.4028234663852886E38, 0.09599999338388443, 0.0
0.11999999731779099, 0.0, 0.13439998030662537, 2.3577775955200195, 0.0, 0.0, 2.492177963256836, Infinity, -3.4028234663852886E38, 0.13439998030662537, 0.0
0.14000000059604645, 0.0, 0.1791999787092209, 2.482222080230713, 0.0, 0.0, 2.6614222526550293, Infinity, -3.4028234663852886E38, 0.1791999787092209, 0.0
0.1599999964237213, 0.0, 0.2303999662399292, 2.6066665649414062, 0.0, 0.0, 2.837066650390625, Infinity, -3.4028234663852886E38, 0.2303999662399292, 0.0
0.17999999225139618, 0.0, 0.2879999577999115, 2.7311110496520996, 0.0, 0.0, 3.019111156463623, Infinity, -3.4028234663852886E38, 0.2879999577999115, 0.0
0.19999998807907104, 0.0, 0.3519999384880066, 2.855555295944214, 0.0, 0.0, 3.2075555324554443, Infinity, -3.4028234663852886E38, 0.3519999384880066, 0.0
0.2199999988079071, 0.0, 0.42239993810653687, 2.9799997806549072, 0.0, 0.0, 3.402400255203247, Infinity, -3.4028234663852886E38, 0.42239993810653687, 0.0
0.23999999463558197, 0.0, 0.49919992685317993, 3.1044440269470215, 0.0, 0.0, 3.6036438941955566, Infinity, -3.4028234663852886E38, 0.49919992685317993, 0.0
0.25999999046325684, 0.0, 0.5823999047279358, 3.228888511657715, 0.0, 0.0, 3.811288833618164, Infinity, -3.4028234663852886E38, 0.5823999047279358, 0.0
0.2800000011920929, 0.0, 0.6719998717308044, 3.353332996368408, 0.0, 0.0, 4.025332927703857, Infinity, -3.4028234663852886E38, 0.6719998717308044, 0.0
0.29999998211860657, 0.0, 0.7679998874664307, 3.4777777194976807, 0.0, 0.0, 4.245777130126953, Infinity, -3.4028234663852886E38, 0.7679998874664307, 0.0
0.3199999928474426, 0.0, 0.8703998923301697, 3.602222204208374, 0.0, 0.0, 4.472621440887451, Infinity, -3.4028234663852886E38, 0.8703998923301697, 0.0
0.3400000035762787, 0.0, 0.9791998863220215, 3.7266666889190674, 0.0, 0.0, 4.705867290496826, Infinity, -3.4028234663852886E38, 0.9791998863220215, 0.0
0.35999998450279236, 0.0, 1.0943999290466309, 3.8511109352111816, 0.0, 0.0, 4.945510387420654, Infinity, -3.4028234663852886E38, 1.0943999290466309, 0.0
0.3799999952316284, 0.0, 1.215999960899353, 3.975555658340454, 0.0, 0.0, 5.191555023193359, Infinity, -3.4028234663852886E38, 1.215999960899353, 0.0
0.3999999761581421, 0.0, 1.343999981880188, 4.100000381469727, 0.0, 0.0, 5.444000720977783, Infinity, -3.4028234663852886E38, 1.343999981880188, 0.0
0.41999998688697815, 0.0, 1.4783999919891357, 4.224444389343262, 0.0, 0.0, 5.702844142913818, Infinity, -3.4028234663852886E38, 1.4783999919891357, 0.0
0.4399999976158142, 0.0, 1.6191999912261963, 4.348889350891113, 0.0, 0.0, 5.9680891036987305, Infinity, -3.4028234663852886E38, 1.6191999912261963, 0.0
0.4599999785423279, 0.0, 1.7663999795913696, 4.473333835601807, 0.0, 0.0, 6.239734172821045, Infinity, -3.4028234663852886E38, 1.7663999795913696, 0.0
0.47999998927116394, 0.0, 1.9199999570846558, 4.5977783203125, 0.0, 0.0, 6.517777919769287, Infinity, -3.4028234663852886E38, 1.9199999570846558, 0.0
0.5, 0.0, 2.0799999237060547, 4.722222328186035, 0.0, 0.0, 6.80222225189209, Infinity, -3.4028234663852886E38, 2.0799999237060547, 0.0
0.5199999809265137, 0.0, 2.2463998794555664, 4.846667289733887, 0.0, 0.0, 7.093067646026611, Infinity, -3.4028234663852886E38, 2.2463998794555664, 0.0
0.5399999618530273, 0.0, 2.4191999435424805, 4.971111297607422, 0.0, 0.0, 7.390311241149902, Infinity, -3.4028234663852886E38, 2.4191999435424805, 0.0
0.5600000023841858, 0.0, 2.5983998775482178, 5.095555305480957, 0.0, 0.0, 7.693954944610596, Infinity, -3.4028234663852886E38, 2.5983998775482178, 0.0
0.5799999833106995, 0.0, 2.7839999198913574, 5.220000267028809, 0.0, 0.0, 8.003999710083008, Infinity, -3.4028234663852886E38, 2.7839999198913574, 0.0
0.5999999642372131, 0.0, 2.9759998321533203, 5.344444274902344, 0.0, 0.0, 8.320444107055664, Infinity, -3.4028234663852886E38, 2.9759998321533203, 0.0
0.6200000047683716, 0.0, 3.1743998527526855, 5.468888282775879, 0.0, 0.0, 8.643287658691406, Infinity, -3.4028234663852886E38, 3.1743998527526855, 0.0
0.6399999856948853, 0.0, 3.379199743270874, 5.5, 0.0, 0.0, 8.879199981689453, Infinity, -3.4028234663852886E38, 3.379199743270874, 0.0
0.6599999666213989, 0.0, 3.590399742126465, 5.5, 0.0, 0.0, 9.090399742126465, Infinity, -3.4028234663852886E38, 3.590399742126465, 0.0
0.6800000071525574, 0.0, 3.807999610900879, 5.5, 0.0, 0.0, 9.307999610900879, Infinity, -3.4028234663852886E38, 3.807999610900879, 0.0
0.699999988079071, 0.0, 4.031999588012695, 5.5, 0.0, 0.0, 9.531999588012695, Infinity, -3.4028234663852886E38, 4.031999588012695, 0.0
0.7199999690055847, 0.0, 4.262399673461914, 5.5, 0.0, 0.0, 9.762399673461914, Infinity, -3.4028234663852886E38, 4.262399673461914, 0.0
0.7400000095367432, 0.0, 4.499199390411377, 5.5, 0.0, 0.0, 9.999198913574219, Infinity, -3.4028234663852886E38, 4.499199390411377, 0.0
0.7599999904632568, 0.0, 4.742399215698242, 5.5, 0.0, 0.0, 10.242399215698242, Infinity, -3.4028234663852886E38, 4.742399215698242, 0.0
0.7799999713897705, 0.0, 4.99199914932251, 5.5, 0.0, 0.0, 10.491999626159668, Infinity, -3.4028234663852886E38, 4.99199914932251, 0.0
0.7999999523162842, 0.0, 5.24799919128418, 5.5, 0.0, 0.0, 10.74799919128418, Infinity, -3.4028234663852886E38, 5.24799919128418, 0.0
0.8199999928474426, 0.0, 5.510398864746094, 5.5, 0.0, 0.0, 11.010398864746094, Infinity, -3.4028234663852886E38, 5.510398864746094, 0.0
0.8399999737739563, 0.0, 5.77919864654541, 5.5, 0.0, 0.0, 11.27919864654541, Infinity, -3.4028234663852886E38, 5.77919864654541, 0.0
0.85999995470047, 0.0, 6.054398536682129, 5.5, 0.0, 0.0, 11.554398536682129, Infinity, -3.4028234663852886E38, 6.054398536682129, 0.0
0.8799999952316284, 0.0, 6.33599853515625, 5.5, 0.0, 0.0, 11.83599853515625, Infinity, -3.4028234663852886E38, 6.33599853515625, 0.0
0.8999999761581421, 0.0, 6.623998641967773, 5.5, 0.0, 0.0, 12.123998641967773, Infinity, -3.4028234663852886E38, 6.623998641967773, 0.0
0.9199999570846558, 0.0, 6.918398380279541, 5.5, 0.0, 0.0, 12.4183988571167, Infinity, -3.4028234663852886E38, 6.918398380279541, 0.0
0.9399999976158142, 0.0, 7.219198226928711, 5.5, 0.0, 0.0, 12.719198226928711, Infinity, -3.4028234663852886E38, 7.219198226928711, 0.0
0.9599999785423279, 0.0, 7.526398181915283, 5.5, 0.0, 0.0, 13.026397705078125, Infinity, -3.4028234663852886E38, 7.526398181915283, 0.0
0.9799999594688416, 0.0, 7.839998245239258, 5.5, 0.0, 0.0, 13.339998245239258, Infinity, -3.4028234663852886E38, 7.839998245239258, 0.0
1.0, 0.0, 8.159997940063477, 5.5, 0.0, 0.0, 13.659997940063477, Infinity, -3.4028234663852886E38, 8.159997940063477, 0.0
1.0199999809265137, 0.0, 8.479997634887695, 5.5, 0.0, 0.0, 13.979997634887695, Infinity, -3.4028234663852886E38, 8.479997634887695, 1.0
1.0399999618530273, 0.0, 8.799997329711914, 5.5, 0.0, 0.0, 14.299997329711914, Infinity, -3.4028234663852886E38, 8.799997329711914, 1.0
1.059999942779541, 0.0, 9.119997024536133, 5.5, 0.0, 0.0, 14.619997024536133, Infinity, -3.4028234663852886E38, 9.119997024536133, 1.0
1.0799999237060547, 0.0, 9.439996719360352, 5.5, 0.0, 0.0, 14.939996719360352, Infinity, -3.4028234663852886E38, 9.439996719360352, 1.0
1.100000023841858, 0.0, 9.75999641418457, 5.5, 0.0, 0.0, 15.25999641418457, Infinity, -3.4028234663852886E38, 9.75999641418457, 1.0
1.1200000047683716, 0.0, 10.079996109008789, 5.5, 0.0, 0.0, 15.579996109008789, Infinity, -3.4028234663852886E38, 10.079996109008789, 1.0
1.1399999856948853, 0.0, 10.399995803833008, 5.5, 0.0, 0.0, 15.899995803833008, Infinity, -3.4028234663852886E38, 10.399995803833008, 1.0
1.159999966621399, 0.0, 10.719995498657227, 5.5, 0.0, 0.0, 16.219995498657227, Infinity, -3.4028234663852886E38, 10.719995498657227, 1.0
1.1799999475479126, 0.0, 11.039995193481445, 5.5, 0.0, 0.0, 16.539995193481445, Infinity, -3.4028234663852886E38, 11.039995193481445, 1.0
1.1999999284744263, 0.0, 11.359994888305664, 5.5, 0.0, 0.0, 16.859994888305664, Infinity, -3.4028234663852886E38, 11.359994888305664, 1.0
1.2200000286102295, 0.0, 11.679994583129883, 5.5, 0.0, 0.17637090384960175, 17.035934448242188, -81.41138458251953, 81.41138458251953, 11.679994583129883, 1.0
1.2400000095367432, 0.0, 11.999994277954102, 5.5, 0.0, 0.48992830514907837, 17.099822998046875, -26.787883758544922, 26.787883758544922, 11.999994277954102, 1.0
1.2599999904632568, 9.584799408912659E-4, 12.275839805603027, 5.500958442687988, -0.003199996892362833, 0.7611600756645203, 17.155086517333984, -16.371002197265625, 16.37187385559082, 12.224044799804688, 1.0
1.2799999713897705, 0.003978435415774584, 12.571640014648438, 5.503978252410889, -0.009599991142749786, 1.0539637804031372, 17.214744567871094, -11.26933765411377, 11.272788047790527, 12.463598251342773, 1.0
1.2999999523162842, 0.010025685653090477, 12.871883392333984, 5.510025501251221, -0.019199982285499573, 1.3540880680084229, 17.275894165039062, -8.417596817016602, 8.42605972290039, 12.710488319396973, 1.0
1.3199999332427979, 0.02001916989684105, 13.172640800476074, 5.520019054412842, -0.031999967992305756, 1.6585828065872192, 17.337934494018555, -6.657016277313232, 6.6736226081848145, 12.960144996643066, 1.0
1.3399999141693115, 0.034882135689258575, 13.47226619720459, 5.534882068634033, -0.04799995198845863, 1.9667400121688843, 17.400720596313477, -5.502729892730713, 5.5312652587890625, 13.20858383178711, 1.0
1.3600000143051147, 0.05547265335917473, 13.769845008850098, 5.5554728507995605, -0.06719993054866791, 2.2785041332244873, 17.464242935180664, -4.71772575378418, 4.762547969818115, 13.453468322753906, 1.0
1.3799999952316284, 0.0826360210776329, 14.064741134643555, 5.582635879516602, -0.08959990739822388, 2.5969576835632324, 17.5, -4.124362945556641, 4.190438747406006, 13.695913314819336, 1.0
1.399999976158142, 0.11715057492256165, 14.356429100036621, 5.617150783538818, -0.11519987881183624, 2.9231605529785156, 17.5, -3.6590683460235596, 3.7519490718841553, 13.93603801727295, 1.0
1.4199999570846558, 0.1597551554441452, 14.644411087036133, 5.659755229949951, -0.143999844789505, 3.2537472248077393, 17.5, -3.3416106700897217, 3.4667787551879883, 14.165189743041992, 1.0
