6
x, y
0.0, 0.0
-0.5, 8.58899974822998
-0.5, 12.404999732971191
-0.5, 20.5
-1.5, 25.0
1.5, 25.375
time, x, y, lookahead, heading, goal_point_x, goal_point_y, path_circle_radius, path_circle_x, path_circle_y, path_segment_num, closestPoint_x, closestPoint_y
0.0, 0.0, 0.0, 2.0, 0.0, -0.11623121052980423, 1.996619701385498, 17.207082748413086, -17.207082748413086, 0.0, 0.0, 0.0, 0.0
0.019999999552965164, -6.197811217134586E-6, 0.005280511453747749, 2.000300645828247, 9.57303331233561E-4, -0.11655505746603012, 2.002182722091675, 17.422927856445312, -17.422927856445312, -0.009753107093274593, 0.0, -3.063823969569057E-4, 0.005263036582618952
0.03999999910593033, -3.953937630285509E-5, 0.016066474840044975, 2.00089430809021, 0.002837840234860778, -0.11721545457839966, 2.0135269165039062, 17.933664321899414, -17.933635711669922, -0.03379514813423157, 0.0, -9.322683908976614E-4, 0.016014505177736282
0.05999999865889549, -1.2224233068991452E-4, 0.030233051627874374, 2.0016350746154785, 0.00554157979786396, -0.11808071285486221, 2.028390407562256, 18.715662002563477, -18.715503692626953, -0.07204391062259674, 0.0, -0.001754455384798348, 0.030138034373521805
0.07999999821186066, -3.223314415663481E-4, 0.05160870775580406, 2.0458614826202393, 0.008920691907405853, -0.12189177423715591, 2.0938568115234375, 20.248306274414062, -20.24782371520996, -0.12892812490463257, 0.0, -0.002995290793478489, 0.05145310238003731
0.09999999403953552, -6.900294683873653E-4, 0.0798356756567955, 2.1649203300476074, 0.012642258778214455, -0.13044987618923187, 2.240867853164673, 22.838623046875, -22.837512969970703, -0.20699772238731384, 0.0, -0.0046341875568032265, 0.0796060711145401
0.11999999731779099, -0.0012703712563961744, 0.11444907635450363, 2.290796995162964, 0.016363825649023056, -0.1397753655910492, 2.4010610580444336, 25.92266082763672, -25.920488357543945, -0.30803388357162476, 0.0, -0.006644326262176037, 0.1141362339258194
0.14000000059604645, -0.002111118985339999, 0.15544761717319489, 2.4167845249176025, 0.020085392519831657, -0.14947868883609772, 2.567744731903076, 29.49809455871582, -29.49428367614746, -0.4355846047401428, 0.0, -0.009025794453918934, 0.15504509210586548
0.1599999964237213, -0.0032600280828773975, 0.2028297483921051, 2.5428357124328613, 0.02380695939064026, -0.1595570594072342, 2.7408711910247803, 33.70828628540039, -33.70201873779297, -0.5985666513442993, 0.0, -0.011778661981225014, 0.20233383774757385
0.17999999225139618, -0.0047648451291024685, 0.25659364461898804, 2.6689023971557617, 0.02752852626144886, -0.1700078248977661, 2.9203944206237793, 38.757713317871094, -38.747806549072266, -0.8097204566001892, 0.0, -0.014902984723448753, 0.2560034692287445
0.19999998807907104, -0.006667541339993477, 0.31673741340637207, 2.794942855834961, 0.03125009313225746, -0.18082857131958008, 3.1062731742858887, 44.807334899902344, -44.79225158691406, -1.0791877508163452, 0.0, -0.018398795276880264, 0.31605449318885803
0.2199999988079071, -0.009020998142659664, 0.38325855135917664, 2.920903444290161, 0.034971658140420914, -0.19201618432998657, 3.2984538078308105, 52.55564880371094, -52.53267288208008, -1.4504594802856445, 0.0, -0.022266125306487083, 0.3824875056743622
0.23999999463558197, -0.011872929520905018, 0.4561544358730316, 3.0467371940612793, 0.038693223148584366, -0.2035679668188095, 3.4968905448913574, 62.64078903198242, -62.60591125488281, -1.963504433631897, 0.0, -0.026504985988140106, 0.4553026556968689
0.25999999046325684, -0.015271035954356194, 0.535422146320343, 3.172395944595337, 0.04241478815674782, -0.21548104286193848, 3.701533317565918, 76.35804748535156, -76.30477142333984, -2.6993751525878906, 0.0, -0.031115368008613586, 0.5344997644424438
0.2800000011920929, -0.019263003021478653, 0.6210585832595825, 3.2978320121765137, 0.04613635316491127, -0.22775276005268097, 3.912336826324463, 96.17406463623047, -96.0910873413086, -3.812465190887451, 0.0, -0.03609725460410118, 0.6200786232948303
0.29999998211860657, -0.02389650046825409, 0.7130603194236755, 3.42299747467041, 0.04985791817307472, -0.2403801679611206, 4.129250526428223, 127.43698120117188, -127.30254364013672, -5.637599468231201, 0.0, -0.04145060107111931, 0.7120383977890015
0.3199999928474426, -0.02920975163578987, 0.8114241361618042, 3.5478546619415283, 0.053579483181238174, -0.2533610761165619, 4.352236270904541, 182.45355224609375, -182.22174072265625, -8.944744110107422, 0.0, -0.04717535898089409, 0.8103783130645752
0.3400000035762787, -0.03525920584797859, 0.9161456823348999, 3.6723456382751465, 0.05730104818940163, -0.26669204235076904, 4.581235885620117, 315.2537841796875, -314.77276611328125, -17.118078231811523, 0.0, -0.05327146127820015, 0.9150971174240112
0.35999998450279236, -0.04209247976541519, 1.0272207260131836, 3.7964236736297607, 0.06102261319756508, -0.2803702652454376, 4.816200256347656, 1038.2659912109375, -1036.3785400390625, -62.24258804321289, 0.0, -0.059738822281360626, 1.0261934995651245
0.3799999952316284, -0.04975716397166252, 1.1446447372436523, 3.9200406074523926, 0.06474418193101883, -0.294392853975296, 5.057080268859863, -863.9097900390625, 862.0516357421875, 57.01339340209961, 0.0, -0.06657734513282776, 1.1436655521392822
0.3999999761581421, -0.05830082669854164, 1.2684130668640137, 4.043148994445801, 0.06846574693918228, -0.3087569773197174, 5.303827285766602, -312.4895935058594, 311.6994323730469, 22.642839431762695, 0.0, -0.0737869143486023, 1.2675116062164307
0.41999998688697815, -0.06775853782892227, 1.3985215425491333, 4.165712833404541, 0.07218731194734573, -0.32346031069755554, 5.556401252746582, -195.0853729248047, 194.51080322265625, 15.451427459716797, 0.0, -0.08136741071939468, 1.3977292776107788
0.4399999976158142, -0.07818968594074249, 1.5349640846252441, 4.287673473358154, 0.07590887695550919, -0.33849942684173584, 5.8147430419921875, -142.09007263183594, 141.60348510742188, 12.300207138061523, 0.0, -0.08931867778301239, 1.5343161821365356
0.4599999785423279, -0.0896417573094368, 1.6777350902557373, 4.408981800079346, 0.07963044196367264, -0.35387122631073, 6.078799724578857, -112.4219970703125, 111.97660064697266, 10.61430549621582, 0.0, -0.09764055907726288, 1.677269458770752
0.47999998927116394, -0.10216221958398819, 1.8268287181854248, 4.529592037200928, 0.08335200697183609, -0.36957284808158875, 6.348522186279297, -93.42401885986328, 92.997802734375, 9.601387023925781, 0.0, -0.10633286833763123, 1.8265858888626099
0.5, -0.11579852551221848, 1.9822391271591187, 4.650262832641602, 0.08707356452941895, -0.385648250579834, 6.624665260314941, -80.2080078125, 79.78848266601562, 8.955803871154785, 0.0, -0.1153954267501831, 1.9822626113891602
0.5199999809265137, -0.13059808313846588, 2.1439599990844727, 4.780083179473877, 0.0907951220870018, -0.4026254415512085, 6.916299819946289, -70.61132049560547, 70.18988800048828, 8.546133041381836, 0.0, -0.1248280331492424, 2.1442959308624268
0.5399999618530273, -0.1465921550989151, 2.311986207962036, 4.91072940826416, 0.09451667219400406, -0.4200204908847809, 7.21511173248291, -63.41551208496094, 62.986358642578125, 8.291776657104492, 0.0, -0.134630486369133, 2.312682628631592
0.5600000023841858, -0.1638435572385788, 2.486309289932251, 5.04226541519165, 0.09823822230100632, -0.43783679604530334, 7.521160125732422, -57.56526184082031, 57.12422561645508, 8.128691673278809, 0.0, -0.144802525639534, 2.487417697906494
0.5799999833106995, -0.18239960074424744, 2.666922092437744, 5.174737930297852, 0.10195977240800858, -0.4560769200325012, 7.834488868713379, -52.8208122253418, 52.364341735839844, 8.040781021118164, 0.0, -0.15534387528896332, 2.668497085571289
0.5999999642372131, -0.2023075520992279, 2.8538172245025635, 5.308194637298584, 0.10568132251501083, -0.47474318742752075, 8.15513801574707, -48.894935607910156, 48.419986724853516, 8.01010513305664, 0.0, -0.16625428199768066, 2.8559160232543945
0.6200000047683716, -0.2236146479845047, 3.0469870567321777, 5.442684173583984, 0.10940287262201309, -0.4938383102416992, 8.483154296875, -45.59238815307617, 45.09625244140625, 8.02448844909668, 0.0, -0.17753346264362335, 3.0496697425842285
0.6399999856948853, -0.24634894728660583, 3.2464258670806885, 5.55726432800293, 0.11312442272901535, -0.5, 8.797978401184082, -41.270790100097656, 40.76106262207031, 7.90155029296875, 0.0, -0.1891811639070511, 3.249753713607788
0.6599999666213989, -0.2694740295410156, 3.4452221393585205, 5.568797588348389, 0.11551611125469208, -0.5, 9.009315490722656, -37.64822769165039, 37.12820816040039, 7.781390190124512, 0.0, -0.20079289376735687, 3.4492204189300537
0.6800000071525574, -0.2936493158340454, 3.6538989543914795, 5.580804347991943, 0.11543181538581848, -0.5, 9.23105239868164, -35.6494255065918, 35.11893081665039, 7.756457328796387, 0.0, -0.2129814326763153, 3.658594846725464
0.699999988079071, -0.3179986774921417, 3.8672993183135986, 5.592710971832275, 0.11366006731987, -0.5, 9.457413673400879, -34.53471374511719, 33.99407958984375, 7.7823686599731445, 0.0, -0.22544459998607635, 3.872687339782715
0.7199999690055847, -0.3412664532661438, 4.0771565437316895, 5.603743076324463, 0.11075615882873535, -0.5, 9.679300308227539, -34.041866302490234, 33.49209976196289, 7.839057445526123, 0.0, -0.23769855499267578, 4.08318567276001
0.7400000095367432, -0.3633178472518921, 4.282783031463623, 5.613807201385498, 0.10720675438642502, -0.5, 9.89592456817627, -33.92691421508789, 33.36888885498047, 7.912344932556152, 0.0, -0.24970294535160065, 4.289397239685059
